id,corridorid,level,name,longname,unit,image,enable,idSAP,tax,creationdate,lastmodifydate,bImage,salescount,owner,tipo_art
33200180869,2330,G030001,ARM&HAM BAKING 127G,CREMA DENT ARM&HAMMER SENSI BAKING 127G,ST,,0,000000000036003247,0.12,5/17/2013,2/11/2016,-1,2,0,ZPER
33200186601,2330,G030001,CR DENT A&H ADV 121,CREMA DENT ARM&HAMMER ADVANCED 121 GR,ST,,0,000000000036002676,0.12,12/1/2011,2/11/2016,-1,4,0,ZPER
33200186663,2330,G030001,CR DENT A&H SEN 127,CREMA DENT ARM&HAMMER SENSITIVE 127 G,ST,,0,000000000036002675,0.12,12/1/2011,8/27/2013,-1,0,0,ZPER
33844002404,3012,A020705,AGUA D COCO BADIA 310,AGUA DE COCO BADIA CON PULPA 310 ML,ST,,0,000000000010009911,0.12,8/15/2012,9/19/2017,-1,2,0,ZVIV
34000003129,1773,A030010,SIRUP HERSHEY C680,SIRUP HERSHEYS CHOCOLATE 680 G,ST,,0,000000000010006844,0.12,11/2/2011,2/11/2016,0,0,0,ZVIV
34000016730,1808,A040401,CHOCO HER CO HALL,CHOCO HERSHEY COOKIES CRE HALLOW 542,ST,,0,000000000010006872,0.12,7/6/2011,11/15/2011,0,0,0,
34000134106,1794,A040011,CHOC HERS KIS P 150G,CHOCOLATE HERSHEY KISS PEG PACK 150G,ST,,0,000000000010003840,0.12,7/6/2011,2/11/2016,-1,10,0,ZVIV
34000134304,1794,A040011,CHOC HERS KIS A 150G,CHOCOLATE HERSHEY KISS ALM PEG PCK 150G,ST,,0,000000000010003755,0.12,7/6/2011,2/11/2016,0,1,0,ZVIV
34000212101,1794,A040011,CHOC HERS MINI 150G,CHOCOLATE HERSHEY MINIAT PEG PACK 150G,ST,,0,000000000010003841,0.12,7/6/2011,2/11/2016,-1,3,0,ZVIV
34200187056,2879,T180005,LONCH COOLER FRELINE,COOLER BAG SPORT FREELINE CFL701,ST,,0,000000000054000269,0.12,7/6/2011,11/9/2012,0,1,0,ZPAP
35000473288,2317,G020102,PALMOLIV ULT SK ALOE,PALMOLIVE ULTRA SKIM ALOE 828ML,ST,,0,000000000010005085,0.12,7/6/2011,11/15/2011,0,2,0,
36200002407,1844,A060102,RAGU TOMAT AJO C 397,SALSA RAGU TOMATE AJO Y CEBOLLA 397G,ST,,0,000000000010003585,0.12,12/7/2012,6/6/2016,0,6,0,ZVIV
36200003008,1844,A060102,RAGU TOM CARNE 677G,SALSA RAGU SABOR CARNE 677 G,ST,,0,000000000010010097,0.12,12/8/2012,11/2/2016,0,2,0,ZVIV
36200004401,1844,A060102,RAGU TOM AJO CEB737,SALSA RAGU TOMATE AJO Y CEBOLLA 737 G,ST,,0,000000000010003584,0.12,12/7/2012,6/6/2016,0,0,0,ZVIV
36200004456,1844,A060102,SALSA RAGU CHAM 737G,SALSA RAGU CHAMPINONES 737G,ST,,0,000000000010003586,0.12,12/7/2012,6/6/2016,0,0,0,ZVIV
36200013694,1844,A060102,RAGU CHEESY ALFRED,SALSA RAGU CHEESY ALFREDO 1 LB,ST,,0,000000000010010475,0.12,10/12/2013,9/25/2015,0,0,0,ZVIV
36241206635,2239,F010103,LIMP LYSOL INOD 946M,LIMPIADOR LISOL PARA INODORO 946ML,ST,,0,000000000030002224,0.12,9/26/2014,10/2/2015,0,0,0,ZMTO
36731132208,1733,A010005,GRANOL QUAK CHOC MALV,GRANOLA QUAKER CHOCOY MALVAVISCO,ST,,0,000000000010008166,0.12,7/6/2011,2/11/2016,0,1,0,ZVIV
36731132222,1733,A010005,GRANOLA QUAK CHOC,GRANOLA QUAKER CHISPAS DE CHOCOLATE,ST,,0,000000000010008165,0.12,7/6/2011,2/11/2016,0,0,0,ZVIV
37000184256,1909,A120001,PRINGLES BBQ 139 G,PAPAS PRINGLES BARBECUE 139 G,ST,,0,000000000010006314,0.12,7/6/2011,9/25/2015,0,1,0,ZVIV
37000184775,1909,A120001,PRINGLES ORIGINA 140,PAPAS PRINGLES ORIGINAL 14 140 G,ST,,0,000000000010006321,0.12,7/6/2011,2/11/2016,0,4,0,ZVIV
37000184799,1909,A120001,PRINGLES CR CEB139,PAPAS PRINGLES CREMA Y CEBOLLA 139 G,ST,,0,000000000010006316,0.12,7/6/2011,9/19/2017,0,0,0,ZVIV
37000184836,1909,A120001,PRINGLES QUESO 139G,PAPAS PRINGLES QUESO 139 G,ST,,0,000000000010006290,0.12,7/6/2011,9/25/2015,0,5,0,ZVIV
37000185109,1909,A120001,PRINGLES CR CEB40G,PAPAS PRINGLES CREMA Y CEBOLLA 40 G,ST,,0,000000000010006317,0.12,7/6/2011,8/26/2013,0,0,0,ZVIV
37000185123,1909,A120001,PRINGLES QUESO 40G,PAPAS PRINGLES QUESO 40 G,ST,,0,000000000010006291,0.12,7/6/2011,8/26/2013,0,0,0,ZVIV
37000308041,2268,F020101,DET TIDE  POLV 935 GR,DETERG TIDE EN POLVO 935 GRS,ST,,0,000000000030000978,0.12,7/6/2011,1/30/2013,0,0,0,ZMTO
37000340348,2237,F010101,LAV CASCA REGUL 1.27,"LAVAPLATOS POLV CASCADE FRES L A 1,27 KG",ST,,0,000000000030000881,0.12,7/6/2011,10/2/2015,-1,95,0,ZMTO
37000340393,2237,F010101,LAVAP CASC LI L.A. 1.27,"LAVAPLATOS POLV CASCADE LIMON L A 1,27KG",ST,,0,000000000030000880,0.12,7/6/2011,10/2/2015,-1,42,0,ZMTO
37000379973,1909,A120001,PRING ALIT P PIC 139G,PAPAS PRINGLES XTREME ALIT POLLO PI 139G,ST,,0,000000000010009933,0.12,8/28/2012,9/19/2017,-1,1,0,ZVIV
37000380160,1909,A120001,PRING QSO PICANT 139G,PAPAS PRINGLES XTREME QUESO PICANT 139G,ST,,0,000000000010009935,0.12,8/28/2012,9/19/2017,-1,2,0,ZVIV
37000380405,1909,A120001,PRING CHILE EXPL139G,PAPAS PRINGLES XTREME CHILE EXPLOS 139G,ST,,0,000000000010009936,0.12,8/28/2012,2/11/2016,-1,0,0,ZVIV
37000394945,2345,G040011,NATURELL C ALAS 14UN,TOALLA SANIT NATURELLA CON ALAS F M 14UN,ST,,0,000000000036000448,0.12,2/18/2014,12/4/2015,0,0,0,ZPER
37000401483,2237,F010101,"LAVAP CASCAD LIM1,27","LAVAPLATOS LIQ CASCADE LIMOM 1,27 ML",ST,,0,000000000030000878,0.12,7/6/2011,10/2/2015,-1,10,0,ZMTO
37000491378,1909,A120001,PAPAS PRI OR XMAS182,PAPAS PRINGLES ORIGINAL XMAS 182 30%MAS,ST,,0,000000000010008423,0.12,7/6/2011,2/11/2016,0,2,0,ZVIV
37000511786,1909,A120001,PAP PRNG OR 182 PRO,PAPAS PRINGLES ORIGINAL 182 GR 30% MAS,ST,,0,000000000010009323,0.12,8/5/2011,5/1/2013,0,0,0,ZVIV
37000800521,2247,F010111,BOUNCE TOALLI 40,BOUNCE TOALLITAS 12 40 UND,ST,,0,000000000030000876,0.12,7/6/2011,1/28/2013,0,0,0,ZMTO
37000800651,2266,F020005,DOWNY TOALLITAS 40 UND,DOWNY TOALLITAS 40 UND,ST,,0,000000000030000952,0.12,7/6/2011,1/30/2013,0,1,0,ZMTO
37000846505,1909,A120001,PRING QUESO 181 NAV,PAPAS PRINGLES QUESO 181 30%MAS NAVIDAD,ST,,0,000000000010009934,0.12,8/28/2012,8/26/2013,-1,3,0,ZVIV
37000846628,2254,F010301,BOUNTY BASIC 1X 48 H,TOALLA DE PAPEL BOUNTY BASIC 1X 48 HOJAS,ST,,0,000000000030002261,0.12,10/23/2014,9/20/2017,0,5,0,ZMTO
37600110723,1820,A050006,MANTEQ SKIPPY C MANI 462 G,MANTEQUILLA SKIPPY TROZOS DE MANI 462G,ST,,0,000000000010006533,0.12,7/31/2015,4/26/2018,0,0,0,ZVIV
37600110754,1820,A050006,MANTEQ MANI SKIPPY462 G,MANTEQUILLA SKIPPY DE MANI 462G,ST,,0,000000000010006532,0.12,7/31/2015,4/26/2018,0,1,0,ZVIV
37600189095,1881,A090001,CARNE ALM SPAM 340G,CARNE DE ALMUERZO SPAM 340 GR,ST,,0,000000000010006483,0.12,7/6/2011,4/26/2018,0,4,0,ZVIV
37600230933,1820,A050006,MANTEQ MANI SKIPPY462 G,MANTEQUILLA SKIPPY DE MANI 462 G,ST,,0,000000000010006532,0.12,12/12/2014,7/30/2015,0,0,0,ZVIV
37600231015,1820,A050006,MANTEQ SKIPPY C MANI 462 G,MANTEQUILLA SKIPPY TROZO DE MANI 462 G,ST,,0,000000000010006533,0.12,12/12/2014,7/30/2015,0,0,0,ZVIV
37600400701,1881,A090001,CARNE ALM L SPAM 340,CARNE DE ALMUERZO SPAM LIGERO 340G,ST,,0,000000000010006482,0.12,7/6/2011,7/23/2015,0,1,0,ZVIV
38000844874,1909,A120001,PRINGLES ORIG RED151G,PAPAS PRINGLES ORIGINAL REDUC FATS 151G,ST,,0,000000000010012062,0.12,2/9/2017,4/26/2018,0,0,0,ZVIV
38000845048,1909,A120001,PRINGLES CRUJI 169G,PAPAS PRINGLES CRUJIENTE 169G,ST,,0,000000000010012063,0.12,2/9/2017,4/26/2018,0,0,0,ZVIV
38000845512,1909,A120001,PRINGLES ORIGIN 37 G,PAPAS PRINGLES ORIGINAL 37 G,ST,,0,000000000010010305,0.12,2/7/2017,4/26/2018,0,0,0,ZVIV
38000846731,1909,A120001,PRINGLES ORIGIN 37 G,PAPAS PRINGLES ORIGINAL 37 G,ST,,0,000000000010010305,0.1,7/22/2013,2/6/2017,-1,22,0,ZVIV
38000846748,1909,A120001,PRINGLES CR CEB40G,PAPAS PRINGLES CREMA Y CEBOLLA 40 G,ST,,0,000000000010006317,0.12,8/27/2013,9/25/2015,0,1,0,ZVIV
38000846755,1909,A120001,PRINGLES QUESO 40G,PAPAS PRINGLES QUESO 40 G,ST,,0,000000000010006291,0.12,8/27/2013,9/25/2015,0,1,0,ZVIV
38000846809,1909,A120001,PRINGLES CEBOLL137G,PAPAS PRINGLES CREMA Y CEBOLLA 137 G,ST,,0,000000000010010485,0.12,10/24/2013,9/19/2017,0,5,0,ZVIV
38000846847,1909,A120001,PRINGLES ORIGIN 137G,PAPAS PRINGLES ORIGINAL 137 G,ST,,0,000000000010010484,0.12,10/24/2013,9/19/2017,0,7,0,ZVIV
38000846854,1909,A120001,PRINGLES QUESO 137G,PAPAS PRINGLES QUESO 137 G,ST,,0,000000000010010386,0.12,8/27/2013,9/25/2015,0,1,0,ZVIV
38000846861,1909,A120001,PRINGLES BBQ 137 G,PAPAS PRINGLES BARBACOA BBQ 137 G,ST,,0,000000000010010306,0.12,7/18/2013,9/19/2017,-1,9,0,ZVIV
39800011329,2970,W030011,PILA ENERG MAX AAX4,PILA ENERGIZER MAX AA X 4,ST,,0,000000000068000048,0.12,7/6/2011,6/6/2016,-1,57,0,ZFER
39800014009,2970,W030011,PILA ENERG MAX AAA X 2,PILA ENERGIZER MAX AAA X 2,ST,,0,000000000068000051,0.12,7/6/2011,6/6/2016,-1,30,0,ZFER
39800015464,2970,W030011,PILA ENERGI MAX AAX2,PILA ENERGIZER MAX AA X2,ST,,0,000000000068000050,0.12,7/6/2011,6/6/2016,-1,39,0,ZFER
39800027955,2970,W030011,PILA ENER ADV ALK AAX4,PILA ENERGIZER ADVANCED ALKALINE AAX4,ST,,0,000000000068000054,0.12,7/6/2011,7/10/2012,0,0,0,ZFER
39800034083,2970,W030011,PILA ENERG LITHIU AAX2,PILAS ENERGIZER ULTIMATE LITHIUM AAX2,ST,,0,000000000068000043,0.12,7/6/2011,6/6/2016,-1,4,0,ZFER
39800046758,2970,W030011,BAT ENERGIZER MAX AA X 8+2,BATERIA ENERGIZER MAX AA X 8+2,ST,,0,000000000068000213,0.12,7/6/2011,11/15/2011,-1,1,0,
39800079305,2970,W030011,BAT ENERG LITHI AAAX2,PILAS ENERGIZER ULTIMATE LITHIUM AAA X 2,ST,,0,000000000068000044,0.12,7/6/2011,10/2/2015,-1,2,0,ZFER
39800099099,2970,W030011,PILA ENERG MAX AAAX4,PILA ENRGIZER MAX AAA X 4,ST,,0,000000000068001715,0.12,11/29/2011,6/6/2016,-1,20,0,ZFER
39978001160,1969,B050008,CER MIX BOBS S GL680,CEREAL MIXTO BOBS RED S GLUTEN 680 G,ST,,0,000000000016000942,0,9/12/2013,10/1/2015,0,0,0,ZCBA
39978003737,1735,A010101,AVENA BOBS R S GL680,AVENA BOBS RED GRANO INTEG S GLUTEN 680G,ST,,0,000000000010010387,0,8/28/2013,9/19/2017,0,0,0,ZVIV
39978004574,1978,B060004,GARB BOBS S GLUT623,HARINA GARBANZO BOBS RED S GLUTEN 623 G,ST,,0,000000000016000943,0,9/13/2013,10/1/2015,0,0,0,ZCBA
39978006424,1978,B060004,SORGO BOBS S GLUT623,HARINA DE SORGO BOBS RED S GLUTEN 623 G,ST,,0,000000000016000941,0,9/12/2013,10/1/2015,0,0,0,ZCBA
40232055102,1919,A120011,YUCA CH ISELIT SAL180,YUCA CHIPS ISELITAS NATURAL C SAL 180 G,ST,,-1,000000000010010615,0.12,4/27/2018,6/7/2018,0,1,0,ZVIV
40232201516,1912,A120004,PLAT SALSERITOS 114G,PLATANOS SALSERITOS CON SAL 114G,ST,,-1,000000000010012647,0.12,4/28/2018,6/7/2018,0,0,0,ZVIV
40415020156,2030,C010302,BURGMET CARN PARM X4,HAMBURGUESAS BURGMET CARNE PARMES X 4UND,ST,,0,000000000020003245,0.12,3/2/2016,3/23/2018,0,0,0,ZREF
40600345002,2082,C020501,MARG I CAN T B SUA 160,MARGARINA I CAN T BELIVE SUAVE 160 Z,ST,,0,000000000010006481,0.12,7/6/2011,10/6/2015,-1,3,0,ZREF
40600387187,2082,C020501,MARGARINA LIGERA I CANT BELIVE 16 OZ,MARGARINA LIGERA I CANT BELIVE 16 OZ,ST,,0,000000000010006479,0.12,7/6/2011,10/6/2015,-1,22,0,ZREF
40600389181,2082,C020501,MARG LIG I CANT BELIVE 8,MARGARINA LIGERA I CAN T BELIVE 8 OZ,ST,,0,000000000010006478,0.12,7/6/2011,10/6/2015,-1,5,0,ZREF
41000005404,1847,A060301,WISHBONE RANCH FAT FREE ADEREZO 473ML.,ADEREZO WISHBONE RANCH FAT FREE 473 ML,ST,,0,000000000010006476,0.12,7/6/2011,9/19/2017,0,1,0,ZVIV
41000005701,1847,A060301,WISHBONE RANCH ADEREZO 237ML.,ADEREZO WISHBONE RANCH 237 ML,ST,,0,000000000010006474,0.12,7/6/2011,9/19/2017,0,3,0,ZVIV
41000006029,1847,A060301,WISHBONE BLUE CHEESE ADEREZO 237ML.,ADEREZO WISHBONE BLUE CHEESE 237 ML,ST,,0,000000000010006473,0.12,7/6/2011,9/19/2017,0,2,0,ZVIV
41000006524,1847,A060301,WISHBONE DELUXE FRENCH ADEREZO 237ML.,ADEREZO WISHBONE DELUXE FRENCH 237 ML,ST,,0,000000000010006471,0.12,7/6/2011,9/19/2017,0,3,0,ZVIV
41000006951,1847,A060301,WISHBONE ISLAND 237ML,ADEREZO WISHBONE THOUSAND ISLAND 237 ML,ST,,0,000000000010006524,0.12,7/6/2011,9/19/2017,0,4,0,ZVIV
41000119217,1906,A110004,"TE LIPT S AZU DUR 82,2","TE LIPTON DIET SUGAR FREE PEACH D 82,2 G",ST,,0,000000000010008080,0.12,7/6/2011,4/26/2018,0,0,0,ZVIV
41143020159,3152,A120106,"UVAS PASAS S MAID 42,5","UVAS PASAS SUN MAID 42,5 G",ST,,0,000000000010002120,0,7/6/2011,11/26/2014,-1,56,0,ZVIV
41143024546,1915,A120007,UVAS PAS SUN MAID250,UVAS PASAS SUN MAID 250 G,ST,,0,000000000010002119,0.12,7/6/2011,5/24/2013,0,39,0,ZVIV
41143027905,1915,A120007,UVAS PASAS SUN MAID 500,UVAS PASAS SUN MAID 500 GRS,ST,,0,000000000010008467,0.12,7/6/2011,5/24/2013,0,1,0,ZVIV
41143028902,3152,A120106,UVA PASA SUN MAID 500,UVAS PASAS SUN MAID 500 G,ST,,0,000000000010008467,0,5/25/2013,2/11/2016,0,3,0,ZVIV
41143051603,1915,A120007,PASAS SUN MAID RUB,PASAS SUN MAID RUBIA 425GR.,ST,,0,000000000010002121,0.12,7/6/2011,12/20/2012,0,1,0,ZVIV
41224262232,1892,A090104,CARACOLES CONSUL 800G,CARACOLES CONSUL SCARGOTS 800 G,ST,,0,000000000010008082,0.12,7/6/2011,9/19/2017,0,1,0,ZVIV
41224451001,1885,A090005,BABY CORN LATA 425 G,MAZORCA BABY CORN MINI LATA 425 G,ST,,0,000000000010006578,0.12,7/6/2011,12/7/2016,0,1,0,ZVIV
41224467040,1896,A090203,PEPIN ROLAND VINAG355ML,PEPINILLOS ROLAND EN VINAGRE 355 ML,ST,,0,000000000010006575,0.12,7/6/2011,4/26/2018,0,4,0,ZVIV
41224700260,1895,A090202,ALCAPAR ROLAND 3ON,ALCAPARRAS ROLAND 3ONZ,ST,,0,000000000010006574,0.12,7/6/2011,4/26/2018,0,5,0,ZVIV
41224705425,1900,A100002,VINAG BALS ROLA 500M,VINAGRE BALSAMICO ROLAND 500 ML,ST,,0,000000000010006573,0.12,7/6/2011,4/26/2018,0,8,0,ZVIV
41224721043,1940,B020004,COUSCO SEMOLA 500G,COUSCOUS HARINA DE SEMOLA 500 G,ST,,0,000000000010006572,0.12,7/6/2011,10/1/2015,-1,16,0,ZCBA
41224725003,1940,B020004,ARROZ BASM 5KG,ARROZ BASMATI 5 KGS,ST,,0,000000000010007164,0.12,7/6/2011,11/28/2016,0,2,0,ZCBA
41224725027,1940,B020004,ARROZ BASMATI JAR900,ARROZ BASMATI RICE JARRA 900G,ST,,0,000000000010006570,0.12,7/6/2011,4/26/2018,-1,12,0,ZCBA
41224762787,1845,A060201,MSTZA DIJON EX STR 261G,MOSTAZA ROLAND DIJON EXTRA STRONG 261G,ST,,0,000000000010008081,0.12,7/6/2011,7/23/2015,0,2,0,ZVIV
41224870307,1831,A060008,SALS DE OSTRAS 210ML,SALSA DE OSTRAS 210 ML,ST,,0,000000000010006569,0.12,7/6/2011,4/26/2018,0,1,0,ZVIV
41244007523,1750,A020401,JUGO MART MANZ 750ML,JUGO MARTINELLI DE MANZANA 750ML,ST,,0,000000000010002297,0.12,7/6/2011,11/2/2012,0,0,0,ZVIV
41331031851,1765,A030002,FLAN GOYA S CARAM57G,FLAN GOYA SIN CARAMELO 57G,ST,,-1,000000000010012318,0.12,4/27/2018,6/7/2018,0,0,0,ZVIV
41333000985,2970,W030011,PILA DURACELL  D 2 PZ,PILA DURACELL TIPO D 2 PIEZAS,ST,,0,000000000068000032,0.12,7/6/2011,11/15/2011,-1,0,0,
41333000992,2970,W030011,PILA DURACELL CX2 PZ,PILA DURACELL C X 2 PIEZAS,ST,,0,000000000068000067,0.12,7/6/2011,6/6/2016,-1,2,0,ZFER
41333001005,2970,W030011,PILA DURACELL AA X2 P,PILA DURACELL AA 2 PIEZAS,ST,,0,000000000068000063,0.12,7/6/2011,10/2/2015,-1,10,0,ZFER
41333001029,2970,W030011,PILA DURACELL AA X4 P,PILA DURACELL AA 4 PIEZAS,ST,,0,000000000068000064,0.12,7/6/2011,10/2/2015,-1,44,0,ZFER
41333001043,2970,W030011,PILA DURACELL 9 VOLT,PILA DURACELL 9 VOLTIOS,ST,,0,000000000068000062,0.12,7/6/2011,3/11/2016,-1,2,0,ZFER
41333001074,2970,W030011,PILA DURACELL AAAX2 P,PILA DURACELL AAA 2 PIEZAS,ST,,0,000000000068000065,0.12,7/6/2011,10/2/2015,-1,5,0,ZFER
41333001098,2970,W030011,PILA DURACELL  AAAX4,PILA DURACELL AAA X 4 PIEZAS,ST,,0,000000000068000066,0.12,7/6/2011,10/2/2015,-1,29,0,ZFER
41333421483,2970,W030011,PILA ALK DURAC AAX8,PILA DURACELL ALKALINA AA X 8 PIEZAS,ST,,0,000000000068001278,0.12,7/6/2011,1/9/2013,0,0,0,ZFER
41333631011,2970,W030011,PILA DURAC ULT AAAX2,PILA DURACELL ULTRA AAA X 2 PIEZAS,ST,,0,000000000068000036,0.12,7/6/2011,10/2/2015,-1,2,0,ZFER
41333760643,2970,W030011,PILA DURACELL AAX 4+1,PILA  DURACELL AA X 4+1,ST,,0,000000000068000207,0.12,7/6/2011,11/15/2011,-1,0,0,
41390000508,1825,A060002,SALSA SOYA KIKKO 148,SALSA DE SOYA KIKKOMAN 148 CC,ST,,0,000000000010003260,0.12,7/6/2011,10/2/2015,-1,33,0,ZVIV
41390000706,1825,A060002,SALSA SOYA KIKK 296,SALSA DE SOYA KIKKOMAN 296 CC,ST,,0,000000000010003261,0.12,7/6/2011,2/11/2016,-1,10,0,ZVIV
41390001017,1825,A060002,SALSA SOYA KIK LIT 148,SALSA DE SOYA LITE KIKKOMAN 148 CC,ST,,0,000000000010003266,0.12,7/6/2011,10/2/2015,-1,60,0,ZVIV
41500000251,1845,A060201,MOSTAZ FREN PLAT397,MOSTAZA FRENCH ENVASE PLASTICO 397 G,ST,,0,000000000010000360,0.12,7/6/2011,4/26/2018,-1,21,0,ZVIV
41500013022,1829,A060006,SALS INGL FRENCH150,SALSA INGLESA FRENCHS 150 ML,ST,,0,000000000010000349,0.12,7/6/2011,2/11/2016,0,1,0,ZVIV
41500013107,1829,A060006,SALS INGL FRENCH300,SALSA INGLESA FRENCH 300 G,ST,,0,000000000010000350,0.12,7/6/2011,2/11/2016,0,1,0,ZVIV
41500750903,1845,A060201,MOSTAZ FREN SQU 225,MOSTAZA FRENCH SQUEEZE 225 G,ST,,0,000000000010000359,0.12,7/6/2011,4/26/2018,-1,48,0,ZVIV
41516120318,2785,S030007,AREN KANT GAT LT 10L,ARENA KANTAL PARA GATO LITTER GUARD 10LB,ST,,0,000000000050000192,0.12,7/6/2011,3/29/2016,0,2,0,ZMAS
41651900011,1804,A040201,GALLE CAPEACHIOS ORIG,GALLETA SABOR ORIGINAL CAPEACHIOS 125G,ST,,0,000000000010009255,0.12,7/12/2011,9/19/2017,0,0,0,ZVIV
41651900035,1804,A040201,GALLE CAPEACHIOS PIMIENTA,GALLETA SABOR PIMIENTA CAPEACHIOS 125G,ST,,0,000000000010009256,0.12,7/12/2011,1/25/2013,0,0,0,ZVIV
41667352200,1914,A120006,POP WEA MANT S GL65G,COTUFAS POP WEAVER MANTEQ S GLUTEN 65G,ST,,0,000000000010010463,0.12,10/8/2013,9/19/2017,0,4,0,ZVIV
41667352255,1914,A120006,POP WEA NAT S GL65G,COTUFAS POP WEAVER NATUR S GLUTEN 65G,ST,,0,000000000010010464,0.12,10/8/2013,9/19/2017,0,6,0,ZVIV
41737278003,2246,F010110,CARPET FR MONTA396G,DESODORIZ CARPET FRESH ESEN MONTA 396G,ST,,0,000000000030002251,0.12,10/15/2014,10/2/2015,0,0,0,ZMTO
41789001857,1853,A070104,SOPA MARU LIMON CA 64,SOPA MARUCHAN DE CAMARON Y LIMON 64 G,ST,,0,000000000010003257,0.12,7/6/2011,10/2/2015,0,1,0,ZVIV
41789001918,1853,A070104,SOPA MATUCH POLLO 64,SOPA MARUCHAN SABOR A POLLO 64 G,ST,,0,000000000010003250,0.12,7/6/2011,4/26/2018,-1,29,0,ZVIV
41789001923,1853,A070104,SOPA MARUCH CAR 64,SOPA MARUCHAN CARNE DE RES 64 G,ST,,0,000000000010003249,0.12,7/6/2011,9/19/2017,-1,15,0,ZVIV
41789001956,1853,A070104,SOPA MARUCH CAM 64,SOPA MARUCHAN CAMARON 64 G,ST,,0,000000000010003253,0.12,7/6/2011,4/26/2018,0,9,0,ZVIV
41789001963,1853,A070104,SOPA MARU TOM POL 64,SOPA MARUCHAN TOMATE Y POLLO 64 G,ST,,0,000000000010003252,0.12,7/6/2011,4/26/2018,-1,7,0,ZVIV
41789002915,1853,A070104,SOPA MAR POLLO RA 85,SOPA MARUCHAN DE POLLO RAMEN 85 G,ST,,0,000000000010003240,0.12,7/6/2011,9/19/2017,0,5,0,ZVIV
41789002953,1853,A070104,SOPA MAR CHAM RAM 85,SOPA MARUCHAN CHAMPINONES RAMEN 85 G,ST,,0,000000000010003255,0.12,7/6/2011,9/19/2017,0,10,0,ZVIV
41789002977,1853,A070104,SOPA MARU CAM RAM 85,SOPA MARUCHAN CAMARON RAMEN 85 G,ST,,0,000000000010003254,0.12,7/6/2011,9/19/2017,0,2,0,ZVIV
41789007910,1886,A090006,PAST YAKISOBA POLLO,"PASTA MARUCHAN YAKISOBA POLLO 113,4 G",ST,,0,000000000010010161,0.12,3/22/2013,9/25/2015,0,0,0,ZVIV
41820069723,1961,B040202,CREM BORDEN LITE453,CREMORA BORDEN LITE 453 G,ST,,0,000000000010004891,0.12,7/6/2011,4/26/2018,0,10,0,ZCBA
41820069747,1961,B040202,CREM BORDEN REG312G,CREMORA BORDEN REGULAR 312 G,ST,,0,000000000010004899,0.12,7/6/2011,10/1/2015,0,4,0,ZCBA
41820069754,1961,B040202,CREMOR BORDEN 170G,CREMORA BORDEN REGULAR 170 G,ST,,0,000000000010004898,0.12,7/6/2011,10/1/2015,0,6,0,ZCBA
41820069761,1961,B040202,CREM BORDEN ORG170G,CREMORA BORDEN ORIGINAL 454 G,ST,,0,000000000010004892,0.12,7/6/2011,4/26/2018,0,8,0,ZCBA
42000118262,2254,F010301,PAPEL ABSOR 80H DOBLES,PAPEL  ABSORVENTE 12R 80 HOJAS DOBLES,ST,,0,000000000030001121,0.12,7/6/2011,11/15/2011,-1,2,0,
42187203904,1773,A030010,SIROPE BEST YET 720,SIROPE BEST YET P PANQUECA LITE 720 ML,ST,,0,000000000010006564,0.12,7/6/2011,9/25/2015,0,1,0,ZVIV
42187206912,1820,A050006,MANT MANI BEST Y 340,MANTEQUILLA DE MANI BEST YET 340GR,ST,,0,000000000010006561,0.12,7/6/2011,9/19/2017,0,9,0,ZVIV
42187211800,1773,A030010,SIROP BEST Y ORG 720,SIROPE BEST YET P PANQUECA ORG 720 ML,ST,,0,000000000010006565,0.12,7/6/2011,9/19/2017,0,1,0,ZVIV
42187404776,1826,A060003,SALS BBQ BEST BY 510,SALSA BBQ BEST BY 510 GR,ST,,0,000000000010006593,0.12,7/6/2011,9/25/2015,0,0,0,ZVIV
42187407357,1773,A030010,BEST BY SIROP CHOCO,SIROPE BEST BY CHOCOLATE 680 GR,ST,,0,000000000010006589,0.12,7/6/2011,9/19/2017,0,1,0,ZVIV
43000794500,1960,B040201,CAFE INST MAXW H 113,CAFE INSTANT MAXWELL HOUSE 113 G,ST,,0,000000000016000786,0.12,6/13/2012,10/1/2015,-1,5,0,ZCBA
43000794609,1960,B040201,CAFE INST MAXW H 226,CAFE INSTANT MAXWELL HOUSE 226 G,ST,,0,000000000016000785,0.12,6/13/2012,10/1/2015,-1,1,0,ZCBA
43168904049,2962,W030003,BOM GE ANTIP 100 MOR,BOMBILLO GE ANTIPLAGA 100W MOROCHO,ST,,0,000000000068000174,0.12,7/6/2011,9/9/2015,0,1,0,ZFER
44300125131,1825,A060002,SALSA DE SOYA CONAGR,SALSA DE SOYA CONAGRA FOODS 296ML.,ST,,0,000000000010004875,0.12,7/6/2011,11/15/2011,0,0,0,
46000821214,1885,A090005,FRIJOL OLD REFR 453G,FRIJOLES OLD EL PASO REFRITOS 453G,ST,,0,000000000010004251,0.12,7/6/2011,11/9/2012,0,0,0,ZVIV
46000850122,1842,A060019,SALSA OLD SUAVE 226,SALSA OLD EL PASO SAUCE MILD 226GR,ST,,0,000000000010004278,0.12,7/6/2011,11/9/2012,0,0,0,ZVIV
46000850320,1842,A060019,SALS OLD PICAN 226,SALSA OLD EL PASO PARA TACO PICANT 226GR,ST,,0,000000000010004279,0.12,7/6/2011,11/9/2012,0,0,0,ZVIV
